Transaction_ID,Products
32212,"Toalla, Zapatillas, Sudadera, Calcetines"
32213,"Toalla, Bolsa, Botella"
32214,"Botella, Bolsa, Toalla"
32215,"Zapatillas, Balón, Bolsa"
32216,"Botella, Pantalones, Toalla, Gorra, Camiseta"
32217,"Zapatillas, Sudadera, Calcetines"
32218,"Gorra, Camiseta, Pantalones"
32219,"Toalla, Sudadera, Camiseta"
32220,"Gorra, Camiseta, Pantalones"
32221,"Zapatillas, Sudadera, Calcetines"
32222,"Zapatillas, Sudadera, Calcetines"
32223,Calcetines
32224,"Toalla, Bolsa, Calcetines, Botella"
32225,"Toalla, Bolsa, Botella"
32226,"Zapatillas, Sudadera, Calcetines"
32227,"Zapatillas, Balón, Bolsa, Botella"
32228,Sudadera
32229,"Gorra, Camiseta, Pantalones"
32230,"Toalla, Gorra, Camiseta, Pantalones"
32231,"Zapatillas, Balón, Bolsa"
32232,"Calcetines, Pantalones, Sudadera, Gorra, Camiseta"
32233,"Zapatillas, Calcetines, Balón, Gorra, Bolsa"
32234,"Toalla, Sudadera, Camiseta"
32235,"Zapatillas, Gorra, Camiseta, Pantalones"
32236,"Calcetines, Pantalones, Toalla"
32237,"Toalla, Bolsa, Camiseta, Botella"
32238,"Calcetines, Camiseta, Balón"
32239,"Gorra, Camiseta, Pantalones"
32240,"Toalla, Sudadera, Camiseta"
32241,"Pantalones, Gorra, Toalla, Calcetines"
32242,"Zapatillas, Balón, Bolsa, Gorra"
32243,"Zapatillas, Sudadera, Calcetines"
32244,"Zapatillas, Sudadera, Calcetines"
32245,"Bolsa, Calcetines, Botella"
32246,"Camiseta, Sudadera, Pantalones, Balón"
32247,"Gorra, Camiseta, Pantalones"
32248,"Calcetines, Sudadera"
32249,"Camiseta, Toalla, Botella, Pantalones"
32250,"Zapatillas, Sudadera, Calcetines"
32251,"Zapatillas, Sudadera, Bolsa, Calcetines"
32252,"Toalla, Bolsa, Botella"
32253,"Toalla, Sudadera, Camiseta"
32254,"Calcetines, Toalla, Sudadera, Balón, Camiseta"
32255,"Zapatillas, Balón, Bolsa"
32256,"Toalla, Bolsa, Botella"
32257,"Toalla, Sudadera, Balón, Bolsa, Camiseta"
32258,"Toalla, Bolsa, Camiseta, Botella"
32259,"Calcetines, Camiseta, Sudadera, Bolsa"
32260,"Toalla, Gorra, Bolsa, Botella"
32261,"Toalla, Bolsa, Botella"
32262,"Zapatillas, Sudadera, Bolsa, Calcetines"
32263,"Gorra, Camiseta, Calcetines, Pantalones"
32264,"Gorra, Camiseta, Pantalones"
32265,"Toalla, Zapatillas, Bolsa, Botella"
32266,"Zapatillas, Sudadera, Bolsa"
32267,"Zapatillas, Sudadera, Balón, Bolsa"
32268,"Gorra, Botella, Camiseta, Pantalones"
32269,"Toalla, Sudadera, Camiseta"
32270,"Toalla, Balón, Bolsa, Botella"
32271,"Zapatillas, Botella, Calcetines, Toalla, Bolsa"
32272,"Zapatillas, Botella, Gorra"
32273,"Toalla, Sudadera, Balón, Camiseta"
32274,"Zapatillas, Sudadera, Calcetines"
32275,"Toalla, Bolsa, Calcetines, Botella"
32276,"Toalla, Sudadera, Calcetines, Camiseta"
32277,Pantalones
32278,"Zapatillas, Balón, Bolsa, Calcetines"
32279,"Sudadera, Gorra, Balón"
32280,"Zapatillas, Balón, Gorra, Toalla"
32281,"Toalla, Bolsa, Botella"
32282,"Toalla, Bolsa, Calcetines, Botella"
32283,"Gorra, Camiseta, Pantalones"
32284,"Toalla, Sudadera, Camiseta"
32285,"Balón, Bolsa"
32286,"Toalla, Bolsa, Botella"
32287,"Zapatillas, Sudadera, Calcetines"
32288,Sudadera
32289,"Calcetines, Bolsa, Pantalones"
32290,"Gorra, Camiseta, Pantalones"
32291,"Toalla, Sudadera, Camiseta"
32292,"Camiseta, Zapatillas, Calcetines"
32293,"Botella, Balón, Bolsa"
32294,"Gorra, Camiseta, Pantalones"
32295,"Toalla, Sudadera, Gorra, Camiseta"
32296,"Gorra, Balón, Zapatillas, Botella"
32297,"Toalla, Sudadera, Camiseta"
32298,"Zapatillas, Balón, Bolsa"
32299,"Toalla, Sudadera, Bolsa, Botella"
32300,"Toalla, Bolsa, Botella"
32301,"Pantalones, Toalla, Sudadera, Bolsa, Camiseta"
32302,Toalla
32303,"Camiseta, Pantalones, Zapatillas, Toalla"
32304,"Zapatillas, Balón, Bolsa"
32305,"Camiseta, Zapatillas, Calcetines, Bolsa"
32306,"Calcetines, Sudadera, Botella"
32307,"Calcetines, Botella, Pantalones"
32308,"Zapatillas, Calcetines, Toalla, Sudadera, Camiseta"
32309,Sudadera
32310,"Toalla, Bolsa, Calcetines, Botella"
32311,"Zapatillas, Sudadera, Calcetines"
32312,"Gorra, Camiseta, Pantalones"
32313,"Zapatillas, Sudadera, Balón, Bolsa"
32314,"Calcetines, Toalla, Sudadera, Balón, Camiseta"
32315,"Toalla, Bolsa, Botella"
32316,"Zapatillas, Balón, Bolsa, Calcetines"
32317,"Zapatillas, Balón, Bolsa"
32318,"Toalla, Zapatillas, Balón, Bolsa"
32319,"Bolsa, Gorra, Botella"
32320,"Toalla, Bolsa, Botella"
32321,"Bolsa, Sudadera, Camiseta, Toalla"
32322,"Toalla, Bolsa, Botella"
32323,"Botella, Calcetines, Camiseta"
32324,"Bolsa, Toalla, Calcetines"
32325,"Gorra, Camiseta, Pantalones"
32326,"Toalla, Sudadera, Bolsa, Botella"
32327,"Gorra, Camiseta, Pantalones"
32328,"Botella, Toalla, Sudadera, Gorra, Bolsa"
32329,"Gorra, Camiseta, Pantalones"
32330,"Gorra, Camiseta, Pantalones"
32331,"Zapatillas, Sudadera, Calcetines"
32332,"Zapatillas, Toalla, Balón, Gorra, Bolsa"
32333,"Zapatillas, Balón, Bolsa, Pantalones"
32334,"Toalla, Gorra, Pantalones, Zapatillas"
32335,Zapatillas
32336,"Toalla, Bolsa, Botella"
32337,"Gorra, Camiseta, Pantalones"
32338,"Zapatillas, Balón, Bolsa, Gorra"
32339,"Toalla, Sudadera, Camiseta"
32340,"Toalla, Bolsa, Botella"
32341,"Zapatillas, Balón, Bolsa, Camiseta"
32342,"Calcetines, Camiseta, Sudadera"
32343,"Toalla, Bolsa, Botella"
32344,"Zapatillas, Balón, Bolsa"
32345,"Toalla, Sudadera, Camiseta"
32346,"Gorra, Pantalones, Zapatillas, Sudadera"
32347,"Gorra, Camiseta, Pantalones"
32348,"Sudadera, Gorra, Camiseta, Pantalones"
32349,"Zapatillas, Sudadera, Calcetines"
32350,"Gorra, Camiseta, Pantalones"
32351,"Calcetines, Pantalones, Botella"
32352,"Zapatillas, Sudadera, Calcetines"
32353,"Camiseta, Bolsa, Toalla, Gorra"
32354,"Sudadera, Calcetines, Gorra, Bolsa"
32355,"Botella, Sudadera"
32356,"Toalla, Bolsa, Botella"
32357,"Zapatillas, Botella"
32358,"Zapatillas, Balón, Bolsa"
32359,"Zapatillas, Sudadera, Calcetines"
32360,"Toalla, Sudadera, Camiseta"
32361,"Gorra, Camiseta, Pantalones"
32362,"Toalla, Bolsa, Botella"
32363,"Bolsa, Pantalones, Botella"
32364,"Gorra, Camiseta, Pantalones"
32365,"Zapatillas, Sudadera, Calcetines"
32366,"Pantalones, Toalla, Zapatillas"
32367,"Zapatillas, Balón, Bolsa"
32368,"Pantalones, Toalla, Sudadera, Balón, Camiseta"
32369,"Zapatillas, Sudadera, Calcetines"
32370,"Camiseta, Bolsa"
32371,"Camiseta, Pantalones, Botella, Toalla"
32372,"Zapatillas, Sudadera, Calcetines"
32373,"Toalla, Botella, Bolsa"
32374,"Toalla, Sudadera, Bolsa, Camiseta"
32375,"Toalla, Gorra, Bolsa, Botella"
32376,"Gorra, Camiseta, Pantalones"
32377,"Zapatillas, Sudadera, Balón, Calcetines"
32378,"Toalla, Gorra, Bolsa, Botella"
32379,"Camiseta, Balón, Botella, Gorra"
32380,"Zapatillas, Botella, Calcetines, Pantalones, Sudadera"
32381,"Sudadera, Toalla, Camiseta"
32382,"Toalla, Sudadera, Camiseta"
32383,"Gorra, Camiseta, Pantalones"
32384,"Zapatillas, Botella, Toalla, Balón, Bolsa"
32385,"Zapatillas, Gorra, Camiseta, Pantalones"
32386,"Gorra, Camiseta, Pantalones"
32387,"Toalla, Zapatillas, Sudadera, Camiseta"
32388,"Zapatillas, Sudadera, Calcetines"
32389,"Zapatillas, Sudadera, Bolsa, Calcetines"
32390,"Zapatillas, Balón, Bolsa"
32391,"Gorra, Botella, Camiseta, Pantalones"
32392,"Zapatillas, Sudadera, Calcetines"
32393,"Toalla, Botella, Balón"
32394,"Toalla, Bolsa, Botella"
32395,"Balón, Toalla, Zapatillas"
32396,"Zapatillas, Balón, Bolsa, Camiseta"
32397,"Gorra, Camiseta, Pantalones"
32398,"Sudadera, Gorra, Calcetines"
32399,"Sudadera, Bolsa, Botella, Gorra"
32400,"Pantalones, Bolsa, Gorra"
32401,"Gorra, Camiseta, Pantalones"
32402,"Gorra, Camiseta, Pantalones"
32403,"Pantalones, Zapatillas, Gorra, Sudadera"
32404,"Camiseta, Botella, Bolsa, Sudadera"
32405,"Camiseta, Pantalones, Sudadera"
32406,"Pantalones, Toalla"
32407,"Zapatillas, Balón, Bolsa"
32408,"Zapatillas, Sudadera, Calcetines"
32409,"Toalla, Sudadera, Camiseta"
32410,"Toalla, Bolsa, Botella"
32411,"Toalla, Zapatillas, Sudadera, Calcetines"
32412,"Toalla, Sudadera, Camiseta"
32413,"Toalla, Camiseta"
32414,"Zapatillas, Pantalones, Balón, Gorra, Bolsa"
32415,"Zapatillas, Pantalones"
32416,"Zapatillas, Toalla, Balón, Gorra, Bolsa"
32417,"Gorra, Camiseta, Pantalones"
32418,"Toalla, Bolsa, Camiseta, Botella"
32419,"Zapatillas, Toalla, Balón"
32420,"Gorra, Pantalones"
32421,"Pantalones, Zapatillas, Toalla"
32422,"Toalla, Sudadera, Camiseta"
32423,"Balón, Camiseta"
32424,"Toalla, Zapatillas, Bolsa, Botella"
32425,"Toalla, Sudadera, Camiseta"
32426,"Zapatillas, Sudadera, Balón, Bolsa"
32427,"Zapatillas, Sudadera, Balón, Bolsa"
32428,"Zapatillas, Balón, Bolsa, Gorra"
32429,"Toalla, Sudadera, Camiseta"
32430,"Gorra, Camiseta, Pantalones"
32431,"Balón, Sudadera, Bolsa"
32432,"Toalla, Sudadera, Bolsa, Camiseta"
32433,"Zapatillas, Balón, Bolsa"
32434,"Zapatillas, Balón, Bolsa"
32435,"Zapatillas, Balón, Bolsa, Camiseta"
32436,"Toalla, Bolsa, Botella"
32437,"Gorra, Camiseta, Pantalones"
32438,"Zapatillas, Bolsa, Sudadera, Toalla"
32439,"Zapatillas, Sudadera, Calcetines, Botella"
32440,"Toalla, Sudadera, Gorra, Camiseta"
32441,"Zapatillas, Sudadera, Calcetines"
32442,"Camiseta, Balón, Sudadera, Toalla"
32443,"Zapatillas, Balón, Bolsa"
32444,"Bolsa, Sudadera, Botella, Pantalones"
32445,"Toalla, Sudadera, Bolsa, Camiseta"
32446,"Bolsa, Pantalones, Balón"
32447,"Zapatillas, Balón, Bolsa"
32448,"Toalla, Pantalones, Bolsa, Botella"
32449,"Bolsa, Pantalones, Gorra, Botella"
32450,"Pantalones, Toalla"
32451,"Zapatillas, Sudadera, Calcetines"
32452,"Toalla, Zapatillas, Bolsa, Botella"
32453,"Zapatillas, Sudadera"
32454,"Toalla, Bolsa, Botella"
32455,"Calcetines, Toalla, Bolsa, Camiseta"
32456,"Toalla, Sudadera, Bolsa, Camiseta"
32457,"Zapatillas, Sudadera, Calcetines"
32458,"Zapatillas, Calcetines, Balón, Bolsa, Camiseta"
32459,"Zapatillas, Sudadera, Calcetines"
32460,"Zapatillas, Sudadera, Calcetines"
32461,"Toalla, Balón, Bolsa, Botella"
32462,"Gorra, Camiseta, Pantalones"
32463,"Gorra, Bolsa, Sudadera, Botella"
32464,"Toalla, Zapatillas, Balón, Bolsa"
32465,"Toalla, Sudadera, Camiseta"
32466,"Gorra, Camiseta, Pantalones"
32467,"Zapatillas, Balón, Bolsa"
32468,"Toalla, Bolsa, Botella"
32469,"Toalla, Bolsa, Botella"
32470,"Balón, Sudadera"
32471,"Toalla, Zapatillas, Sudadera, Calcetines"
32472,"Zapatillas, Sudadera, Calcetines"
32473,"Zapatillas, Botella, Calcetines, Balón, Bolsa"
32474,"Zapatillas, Sudadera, Balón, Bolsa"
32475,"Toalla, Bolsa, Botella"
32476,"Zapatillas, Sudadera, Calcetines"
32477,"Gorra, Pantalones"
32478,"Gorra, Camiseta, Pantalones"
32479,"Toalla, Bolsa, Botella"
32480,"Calcetines, Balón, Pantalones"
32481,"Zapatillas, Balón, Bolsa"
32482,"Sudadera, Gorra, Camiseta, Pantalones"
32483,"Zapatillas, Balón, Bolsa, Botella"
32484,"Gorra, Pantalones, Balón"
32485,"Gorra, Toalla"
32486,"Gorra, Zapatillas, Balón"
32487,"Zapatillas, Sudadera, Balón, Calcetines"
32488,"Toalla, Pantalones, Bolsa, Botella"
32489,"Zapatillas, Balón, Bolsa"
32490,"Zapatillas, Sudadera, Calcetines"
32491,"Toalla, Bolsa, Botella"
32492,"Toalla, Bolsa, Botella"
32493,"Sudadera, Botella, Balón"
32494,"Bolsa, Camiseta"
32495,"Zapatillas, Sudadera, Calcetines"
32496,"Botella, Camiseta"
32497,"Gorra, Camiseta, Pantalones"
32498,"Zapatillas, Sudadera, Balón, Bolsa"
32499,"Camiseta, Pantalones"
32500,"Balón, Sudadera"
32501,"Botella, Toalla, Sudadera, Bolsa, Camiseta"
32502,"Gorra, Balón, Camiseta, Pantalones"
32503,"Toalla, Bolsa, Botella"
32504,"Calcetines, Pantalones, Gorra, Balón, Camiseta"
32505,"Gorra, Camiseta, Pantalones"
32506,"Toalla, Calcetines, Sudadera"
32507,"Zapatillas, Balón, Bolsa"
32508,"Pantalones, Calcetines, Balón, Toalla"
32509,"Zapatillas, Balón, Bolsa"
32510,"Toalla, Sudadera, Camiseta"
32511,"Pantalones, Bolsa, Toalla"
32512,"Toalla, Sudadera, Camiseta"
32513,"Sudadera, Balón, Calcetines"
32514,"Gorra, Balón, Zapatillas"
32515,"Calcetines, Pantalones, Toalla, Sudadera, Camiseta"
32516,"Gorra, Camiseta, Pantalones"
32517,"Toalla, Bolsa, Botella"
32518,"Zapatillas, Sudadera, Calcetines"
32519,"Bolsa, Camiseta, Balón"
32520,"Zapatillas, Balón, Bolsa, Calcetines"
32521,"Toalla, Sudadera, Gorra, Bolsa, Camiseta"
32522,"Zapatillas, Balón, Bolsa"
32523,"Toalla, Sudadera, Camiseta"
32524,"Gorra, Camiseta, Pantalones"
32525,"Gorra, Camiseta, Pantalones"
32526,"Toalla, Bolsa, Calcetines, Botella"
32527,"Toalla, Zapatillas, Balón, Bolsa"
32528,"Zapatillas, Calcetines, Pantalones, Sudadera, Gorra"
32529,"Toalla, Pantalones"
32530,"Toalla, Bolsa, Camiseta, Botella"
32531,"Toalla, Sudadera, Camiseta"
32532,"Gorra, Camiseta, Pantalones"
32533,"Toalla, Zapatillas, Balón, Bolsa"
32534,"Toalla, Pantalones, Bolsa, Botella"
32535,"Toalla, Bolsa, Botella"
32536,"Sudadera, Gorra, Camiseta, Pantalones"
32537,"Zapatillas, Sudadera, Balón, Calcetines"
32538,"Zapatillas, Sudadera, Calcetines"
32539,"Pantalones, Camiseta, Botella"
32540,"Toalla, Sudadera, Balón, Camiseta"
32541,Botella
32542,"Toalla, Bolsa, Botella"
32543,"Zapatillas, Sudadera, Calcetines"
32544,"Toalla, Sudadera, Camiseta"
32545,"Toalla, Bolsa, Botella"
32546,"Bolsa, Zapatillas, Camiseta"
32547,"Gorra, Balón, Sudadera"
32548,"Gorra, Camiseta, Pantalones"
32549,"Sudadera, Gorra, Camiseta, Pantalones"
32550,"Toalla, Bolsa, Camiseta, Botella"
32551,"Zapatillas, Balón, Bolsa"
32552,"Balón, Camiseta, Calcetines, Gorra"
32553,"Zapatillas, Sudadera, Calcetines"
32554,"Toalla, Sudadera, Camiseta"
32555,"Toalla, Sudadera, Camiseta"
32556,"Pantalones, Zapatillas, Bolsa"
32557,"Zapatillas, Sudadera, Calcetines"
32558,Botella
32559,"Zapatillas, Sudadera, Calcetines"
32560,"Gorra, Camiseta, Pantalones"
32561,"Zapatillas, Balón, Bolsa"
32562,"Botella, Gorra, Balón"
32563,"Toalla, Sudadera, Camiseta"
32564,"Sudadera, Zapatillas, Calcetines, Toalla"
32565,"Zapatillas, Sudadera, Calcetines"
32566,"Gorra, Calcetines, Bolsa"
32567,"Botella, Pantalones, Calcetines"
32568,"Calcetines, Sudadera"
32569,"Botella, Sudadera"
32570,"Toalla, Bolsa, Botella"
32571,"Toalla, Sudadera, Bolsa, Botella"
32572,"Zapatillas, Balón, Bolsa"
32573,"Toalla, Bolsa, Botella"
32574,Sudadera
32575,"Zapatillas, Balón, Bolsa, Botella"
32576,"Toalla, Sudadera, Camiseta"
32577,"Toalla, Sudadera, Botella, Camiseta"
32578,"Zapatillas, Balón, Bolsa, Gorra"
32579,"Botella, Toalla, Zapatillas, Camiseta"
32580,"Gorra, Sudadera, Toalla"
32581,"Zapatillas, Balón, Bolsa"
32582,"Zapatillas, Balón, Bolsa"
32583,"Zapatillas, Balón, Bolsa, Gorra"
32584,"Zapatillas, Sudadera, Calcetines"
32585,"Zapatillas, Balón, Bolsa"
32586,"Zapatillas, Balón, Bolsa"
32587,"Bolsa, Balón, Botella"
32588,"Toalla, Bolsa, Botella"
32589,"Toalla, Sudadera, Camiseta"
32590,"Camiseta, Toalla, Calcetines"
32591,"Toalla, Sudadera, Camiseta"
32592,"Zapatillas, Sudadera, Calcetines"
32593,"Toalla, Sudadera, Camiseta"
32594,"Zapatillas, Toalla, Camiseta"
32595,"Zapatillas, Sudadera, Bolsa, Calcetines"
32596,"Balón, Calcetines, Botella, Sudadera"
32597,"Zapatillas, Balón, Bolsa"
32598,"Toalla, Sudadera, Camiseta"
32599,"Gorra, Camiseta, Pantalones"
32600,"Zapatillas, Sudadera, Gorra, Calcetines"
32601,"Zapatillas, Sudadera, Calcetines, Camiseta"
32602,"Toalla, Zapatillas, Gorra, Pantalones"
32603,"Bolsa, Sudadera, Balón, Pantalones"
32604,"Toalla, Bolsa, Botella"
32605,"Gorra, Zapatillas"
32606,"Balón, Bolsa"
32607,"Toalla, Zapatillas, Bolsa, Botella"
32608,"Zapatillas, Pantalones"
32609,"Pantalones, Sudadera, Camiseta, Zapatillas"
32610,"Zapatillas, Balón, Bolsa, Camiseta"
32611,"Zapatillas, Pantalones, Camiseta, Gorra"
32612,"Toalla, Bolsa, Botella"
32613,"Gorra, Camiseta, Pantalones"
32614,"Gorra, Camiseta, Calcetines, Pantalones"
32615,"Sudadera, Toalla, Zapatillas, Pantalones"
32616,"Zapatillas, Sudadera, Calcetines, Botella"
32617,"Calcetines, Camiseta, Gorra"
32618,"Zapatillas, Botella, Balón, Bolsa, Camiseta"
32619,"Toalla, Zapatillas, Balón, Bolsa"
32620,Sudadera
32621,"Toalla, Sudadera, Camiseta"
32622,"Gorra, Camiseta, Calcetines, Pantalones"
32623,"Zapatillas, Balón, Bolsa"
32624,"Toalla, Zapatillas, Sudadera, Camiseta"
32625,"Toalla, Bolsa, Botella"
32626,"Toalla, Sudadera, Bolsa, Botella"
32627,"Zapatillas, Calcetines, Sudadera, Balón, Bolsa"
32628,"Zapatillas, Balón, Bolsa"
32629,"Toalla, Bolsa, Botella"
32630,"Zapatillas, Balón, Bolsa"
32631,"Toalla, Bolsa, Botella"
32632,"Gorra, Botella, Camiseta, Pantalones"
32633,"Toalla, Gorra, Bolsa, Zapatillas"
32634,"Zapatillas, Pantalones, Gorra, Bolsa, Camiseta"
32635,"Zapatillas, Sudadera, Calcetines, Camiseta"
32636,"Toalla, Bolsa, Botella"
32637,"Toalla, Bolsa, Calcetines, Botella"
32638,"Gorra, Camiseta, Calcetines, Pantalones"
32639,"Gorra, Camiseta, Pantalones"
32640,"Toalla, Bolsa, Botella"
32641,"Bolsa, Zapatillas, Calcetines"
32642,"Zapatillas, Balón"
32643,"Calcetines, Sudadera, Botella, Toalla"
32644,"Zapatillas, Sudadera, Calcetines, Camiseta"
32645,"Toalla, Sudadera, Camiseta"
32646,"Gorra, Camiseta, Pantalones"
32647,"Gorra, Camiseta, Pantalones"
32648,"Toalla, Sudadera, Camiseta"
32649,"Toalla, Bolsa, Calcetines, Botella"
32650,"Zapatillas, Balón, Bolsa, Gorra"
32651,"Toalla, Sudadera, Camiseta"
32652,"Zapatillas, Balón, Bolsa, Botella"
32653,"Pantalones, Sudadera, Gorra, Balón, Camiseta"
32654,"Gorra, Camiseta, Pantalones"
32655,"Zapatillas, Sudadera, Calcetines"
32656,"Zapatillas, Sudadera, Calcetines"
32657,"Calcetines, Pantalones, Camiseta"
32658,"Gorra, Calcetines, Camiseta"
32659,"Zapatillas, Balón, Bolsa, Calcetines"
32660,"Toalla, Sudadera, Camiseta"
32661,"Toalla, Sudadera, Camiseta"
32662,"Sudadera, Botella"
32663,"Balón, Bolsa, Toalla"
32664,"Toalla, Sudadera, Camiseta"
32665,"Toalla, Zapatillas, Sudadera, Calcetines"
32666,"Gorra, Bolsa, Camiseta, Pantalones"
32667,"Balón, Gorra, Sudadera"
32668,"Zapatillas, Sudadera, Balón, Calcetines"
32669,"Toalla, Zapatillas, Balón, Bolsa"
32670,"Toalla, Bolsa, Botella"
32671,"Zapatillas, Sudadera, Calcetines"
32672,Toalla
32673,"Gorra, Calcetines, Bolsa, Sudadera"
32674,"Zapatillas, Sudadera, Calcetines"
32675,"Toalla, Sudadera, Camiseta"
32676,"Zapatillas, Gorra, Camiseta, Pantalones"
32677,Pantalones
32678,"Gorra, Camiseta, Pantalones"
32679,"Toalla, Sudadera, Botella, Camiseta"
32680,"Gorra, Balón, Camiseta, Pantalones"
32681,"Sudadera, Gorra, Camiseta, Pantalones"
32682,"Zapatillas, Balón, Bolsa, Pantalones"
32683,"Botella, Camiseta, Zapatillas, Pantalones"
32684,"Toalla, Bolsa, Botella"
32685,"Zapatillas, Balón, Bolsa"
32686,"Toalla, Bolsa, Botella"
32687,"Toalla, Sudadera, Camiseta"
32688,"Toalla, Sudadera, Camiseta"
32689,"Toalla, Bolsa, Botella"
32690,"Toalla, Bolsa, Botella"
32691,"Toalla, Sudadera, Balón, Camiseta"
32692,"Toalla, Botella, Gorra"
32693,"Toalla, Sudadera, Camiseta"
32694,"Gorra, Camiseta, Pantalones"
32695,"Bolsa, Gorra, Sudadera"
32696,"Toalla, Pantalones, Botella, Gorra"
32697,"Zapatillas, Sudadera, Calcetines"
32698,"Camiseta, Calcetines, Zapatillas"
32699,"Zapatillas, Sudadera, Calcetines"
32700,Calcetines
32701,Balón
32702,"Zapatillas, Balón, Bolsa, Calcetines"
32703,"Bolsa, Botella, Sudadera, Calcetines"
32704,"Zapatillas, Sudadera, Bolsa, Calcetines"
32705,"Zapatillas, Balón, Bolsa"
32706,"Camiseta, Sudadera, Balón, Pantalones"
32707,"Balón, Zapatillas, Botella, Toalla"
32708,"Zapatillas, Gorra, Bolsa"
32709,"Toalla, Bolsa, Botella"
32710,"Toalla, Sudadera, Camiseta"
32711,"Botella, Sudadera"
32712,"Toalla, Bolsa, Botella"
32713,"Pantalones, Toalla, Gorra, Balón, Camiseta"
32714,"Gorra, Camiseta, Pantalones"
32715,"Zapatillas, Toalla, Sudadera, Gorra, Camiseta"
32716,"Gorra, Camiseta, Pantalones"
32717,"Zapatillas, Sudadera, Balón, Calcetines"
32718,"Zapatillas, Balón, Bolsa"
32719,"Zapatillas, Balón, Bolsa"
32720,"Botella, Toalla, Sudadera, Bolsa, Camiseta"
32721,"Zapatillas, Sudadera, Calcetines"
32722,"Zapatillas, Balón, Bolsa, Botella"
32723,"Zapatillas, Balón, Bolsa"
32724,"Toalla, Bolsa, Botella"
32725,"Zapatillas, Balón, Bolsa"
32726,"Toalla, Sudadera, Camiseta"
32727,"Pantalones, Sudadera, Gorra, Bolsa, Camiseta"
32728,"Zapatillas, Sudadera, Calcetines"
32729,"Toalla, Pantalones, Bolsa, Botella"
32730,"Sudadera, Balón, Zapatillas"
32731,"Botella, Toalla"
32732,"Toalla, Bolsa, Botella"
32733,"Pantalones, Botella, Zapatillas"
32734,"Gorra, Bolsa, Pantalones, Sudadera"
32735,"Balón, Pantalones, Toalla"
32736,"Gorra, Camiseta, Pantalones"
32737,"Botella, Toalla, Sudadera, Balón, Bolsa"
32738,"Zapatillas, Sudadera, Calcetines"
32739,"Zapatillas, Sudadera, Calcetines"
32740,"Gorra, Camiseta, Pantalones"
32741,"Zapatillas, Bolsa, Calcetines"
32742,"Zapatillas, Sudadera, Calcetines"
32743,"Toalla, Sudadera, Camiseta"
32744,"Toalla, Sudadera, Pantalones, Camiseta"
32745,"Pantalones, Gorra, Balón"
32746,"Botella, Pantalones, Gorra, Balón, Camiseta"
32747,"Zapatillas, Balón, Bolsa"
32748,"Gorra, Toalla, Calcetines"
32749,"Toalla, Bolsa, Botella"
32750,"Toalla, Gorra, Bolsa, Botella"
32751,"Zapatillas, Pantalones, Sudadera, Balón, Bolsa"
32752,"Bolsa, Calcetines"
32753,"Zapatillas, Balón, Bolsa"
32754,"Toalla, Sudadera, Bolsa, Botella"
32755,"Zapatillas, Sudadera, Calcetines"
32756,"Botella, Toalla, Sudadera, Balón, Bolsa"
32757,"Zapatillas, Sudadera, Calcetines"
32758,"Gorra, Camiseta, Pantalones"
32759,"Toalla, Bolsa, Botella"
32760,"Toalla, Bolsa, Botella"
32761,"Pantalones, Gorra, Sudadera"
32762,"Toalla, Sudadera, Gorra, Camiseta"
32763,"Gorra, Camiseta, Pantalones"
32764,"Toalla, Sudadera, Camiseta"
32765,"Zapatillas, Balón, Bolsa"
32766,"Zapatillas, Balón, Bolsa, Pantalones"
32767,"Toalla, Sudadera, Bolsa, Camiseta"
32768,"Toalla, Bolsa, Botella"
32769,"Zapatillas, Bolsa"
32770,"Zapatillas, Sudadera, Calcetines"
32771,"Toalla, Sudadera, Bolsa, Botella"
32772,"Pantalones, Calcetines"
32773,"Toalla, Sudadera, Camiseta"
32774,"Pantalones, Calcetines, Sudadera, Zapatillas"
32775,"Toalla, Bolsa, Botella"
32776,"Calcetines, Pantalones, Balón"
32777,"Toalla, Balón, Bolsa, Botella"
32778,"Zapatillas, Calcetines, Sudadera, Balón, Bolsa"
32779,"Toalla, Gorra, Pantalones"
32780,"Zapatillas, Balón, Bolsa, Camiseta"
32781,"Toalla, Bolsa, Zapatillas, Sudadera"
32782,"Toalla, Sudadera, Camiseta"
32783,"Zapatillas, Sudadera, Calcetines"
32784,"Toalla, Bolsa, Botella"
32785,"Zapatillas, Sudadera, Calcetines"
32786,"Toalla, Bolsa, Botella"
32787,"Toalla, Sudadera, Camiseta"
32788,"Toalla, Bolsa, Botella"
32789,"Zapatillas, Sudadera, Calcetines"
32790,"Zapatillas, Sudadera, Calcetines"
32791,"Zapatillas, Sudadera, Calcetines"
32792,"Toalla, Zapatillas, Balón, Bolsa"
32793,"Toalla, Sudadera, Camiseta"
32794,"Zapatillas, Sudadera, Calcetines"
32795,"Zapatillas, Botella, Toalla, Bolsa, Camiseta"
32796,"Toalla, Bolsa, Botella"
32797,"Pantalones, Botella, Camiseta"
32798,"Zapatillas, Sudadera, Calcetines, Botella"
32799,"Botella, Bolsa, Sudadera, Balón"
32800,"Toalla, Gorra, Camiseta"
32801,"Botella, Toalla, Sudadera, Balón, Camiseta"
32802,"Gorra, Botella, Camiseta, Pantalones"
32803,"Toalla, Sudadera, Camiseta"
32804,"Toalla, Sudadera, Bolsa, Botella"
32805,"Zapatillas, Sudadera, Calcetines"
32806,"Zapatillas, Sudadera, Calcetines"
