ID;make;model;version;months_old;power;sale_type;num_owners;gear_type;fuel_type;kms;price
25386;Ford;Focus;1.0 Ecoboost Auto-St.-St. 125Cv Trend+;15;91;used;;manual;gasoline;29200;11900
25387;Ford;Focus;1.0 Ecoboost Auto-St.-St. 125Cv Trend+;15;91;used;;manual;gasoline;29200;11900
22009;Ford;B-Max;1.6 Tdci 95 Trend;56;70;used;1;manual;diesel;29000;11900
103119;Seat;Leon;1.2 Tsi S&S Style 81 Kw (110 Cv);13;81;used;;manual;gasoline;28736;11900
96500;Peugeot;Partner;Tepee Active 1.6 Bluehdi 100;22;;used;;manual;diesel;28470;11900
92744;Peugeot;208;5P Allure 1.2L Puretech 81Kw 110Cv Ss 5P.;9;81;used;;manual;gasoline;28324;11900
92748;Peugeot;208;5P Allure 1.2L Puretech 81Kw 110Cv Ss 5P.;9;81;used;;manual;gasoline;28324;11900
72289;Fiat;500L;1.3Mjt Ii S;24;70;used;;manual;diesel;28120;11900
66629;Citroen;C4;C4 Bluehdi 100 Live Edition;20;73;used;;manual;diesel;28033;11900
72287;Fiat;500L;1.6Mjt Ii S;35;77;used;;manual;diesel;28000;11900
44484;Renault;Captur;Tce Eco2 Energy Zen 90 Solo 25000 Km;36;66;used;;manual;gasoline;28000;11900
103120;Seat;Leon;Leon 1.2 Tsi 110 Cv Style;14;81;used;;manual;gasoline;28000;11900
103122;Seat;Leon;Leon 1.2 Tsi 110Cv Style;14;81;used;;manual;gasoline;28000;11900
106642;Suzuki;GrandVitara;2.0 Jlx-A 140Cv **S�lo 28.000Km**;127;103;used;;manual;gasoline;28000;11900
103112;Seat;Leon;1.2 Tsi S&S Style 81 Kw (110 Cv);12;81;used;;manual;gasoline;27529;11900
110325;Toyota;Yaris;1.4D-4D Soho;43;66;used;;manual;diesel;27357;11900
22319;Ford;C-Max;1.0 Ecoboost 125 Titanium 5P #Navi,Parktronic;44;92;used;;manual;gasoline;27300;11900
22321;Ford;C-Max;1.0 Ecoboost 125 Titanium 5P #Navi,Parktronic;44;92;used;;manual;gasoline;27300;11900
45737;Renault;Clio;Sport Tourer Zen Dci;32;66;used;;manual;diesel;27000;11900
103111;Seat;Leon;1.2 Tsi S&S Style 81 Kw (110 Cv);14;81;used;;manual;gasoline;26882;11900
64145;Citroen;Berlingo;Berl Bluhdi100 Mfeel;26;74;used;;manual;diesel;26550;11900
103124;Seat;Leon;St 1.6 Tdi S&S Style Ultimate Edi;14;81;used;;manual;diesel;26500;11900
102715;Seat;Leon;1.6 Tdi St&Sp Style 81 Kw (110;22;81;used;;manual;diesel;26395;11900
67068;Citroen;C4Cactus;1.6 Bluehdi Feel Edition 100;13;73;used;;manual;diesel;26259;11900
103118;Seat;Leon;1.2 Tsi S&S Style 81 Kw (110 Cv);14;81;used;;manual;gasoline;26172;11900
29347;Mercedes-Benz;Citan;109 Cdi Furg�n Largo;14;55;almost_new;1;manual;diesel;26115;11900
39224;Opel;Astra;1.6 Cdti S/S 110 Cv Selective;28;81;used;;manual;diesel;25300;11900
39231;Opel;Astra;1.6 Cdti S/S 110 Cv Selective;28;81;used;1;manual;diesel;25000;11900
39232;Opel;Astra;1.6 Cdti S/S 110 Cv Selective;28;81;used;;manual;diesel;25000;11900
102759;Seat;Leon;Le�N 1.6 Tdi 110Cv Style;22;81;used;;manual;diesel;25000;11900
103066;Seat;Leon;1.2 Tsi S&S Style 81 Kw (110 C;13;81;used;;manual;gasoline;24511;11900
103117;Seat;Leon;1.2 Tsi St&Sp Style 81 Kw (110 Cv);13;81;used;;manual;gasoline;24500;11900
102761;Seat;Leon;1.6 Tdi St&Sp Style 81 Kw (110 Cv);24;81;used;;manual;diesel;24460;11900
92508;Peugeot;208;1.6Bluehdi Allure 100;22;73;used;;manual;diesel;24200;11900
67070;Citroen;C4Cactus;1.6 Bluehdi Feel Edition 100;12;73;almost_new;;manual;diesel;24135;11900
105379;Smart;Fortwo;Cabrio 62 Pulse White Series;65;62;used;;automatic;gasoline;24000;11900
45918;Renault;Clio;Tce Energy Limited 90;11;66;almost_new;;manual;gasoline;23994;11900
67069;Citroen;C4Cactus;Bluehdi 73Kw (100Cv) Feel Edition;13;73;used;;manual;diesel;23867;11900
77441;Hyundai;Ix20;1.6 Crdi Bluedrive Tecno 115 5P;23;85;used;;manual;diesel;23837;11900
77439;Hyundai;Ix20;1.6 Crdi Bluedrive Tecno 115 5P;24;85;used;;manual;diesel;23780;11900
91122;Peugeot;2008;2008 Style 1,2 Puretech 82;9;;used;;manual;gasoline;23506;11900
103113;Seat;Leon;1.2 Tsi S&S Style 81 Kw (110 Cv);13;81;used;;manual;gasoline;23280;11900
58051;Volkswagen;Polo;Polo 1.4 Tdi Bmt Advance 90;16;66;used;;manual;diesel;23217;11900
47729;Renault;Kangoo;1.5 Dci Combi Prof. Energy;9;66;km_0;;manual;diesel;23045;11900
58331;Volkswagen;Polo;Polo 1.2 Tsi Bmt Advance 90;13;66;used;;manual;gasoline;22568;11900
102758;Seat;Leon;1.6 Tdi Style S&S 81 Kw (110 Cv);16;81;used;;manual;diesel;22560;11900
64241;Citroen;Berlingo;Multispace 1.6Bluehdi Live Ed. 100 Live Edition;12;73;used;;manual;diesel;22412;11900
45901;Renault;Clio;Tce Energy Limited 90;9;66;used;;manual;gasoline;22276;11900
103110;Seat;Leon;Leon 1.6 Tdi Cr 85Kw (115Cv) S;14;85;used;;manual;diesel;22032;11900
57946;Volkswagen;Polo;Polo 1.4 Tdi Bmt Advance 90;17;66;used;;manual;diesel;21430;11900
57924;Volkswagen;Polo;Polo 1.4 Tdi Bmt Advance 75;37;55;used;;manual;diesel;21202;11900
91120;Peugeot;2008;Style 1.2L Puretech 60Kw (82Cv);9;60;used;;manual;gasoline;21198;11900
105652;Smart;Fortwo;Coup� 66 Auto. Paquete Brabus;12;66;used;;automatic;gasoline;21100;11900
103109;Seat;Leon;1.2 Tsi S&S Style 81 Kw (110 Cv);12;81;used;;manual;gasoline;21010;11900
105143;Smart;Forfour;66 Passion;15;66;used;;automatic;gasoline;20680;11900
105145;Smart;Forfour;52 Passion Aut.;14;52;used;;automatic;gasoline;20450;11900
102760;Seat;Leon;1.6 Tdi St&Sp Style 81 Kw (110 Cv);21;81;used;;manual;diesel;20260;11900
29346;Mercedes-Benz;Citan;109Cdi 90Cv Fg Edition One Compacta Seminueva Y2;18;66;used;;manual;diesel;20120;11900
64147;Citroen;Berlingo;Live Edition 1.6 Hdi 92Cv;22;68;used;;manual;diesel;20000;11900
57922;Volkswagen;Polo;1.2 Tsi Bmt Advance Dsg 90 Cv**Navegaci�n**Parking;33;66;used;;automatic;gasoline;19900;11900
103116;Seat;Leon;1.2 Tsi S&S Style 81 Kw (110 Cv);12;81;used;;manual;gasoline;19890;11900
45803;Renault;Clio;Limited Energy Dci 90 Ecoleader Euro 6;21;66;used;;manual;diesel;19554;11900
73032;Fiat;Doblo;Panorama Panorama Active N1 1.3 Multijet 90Cv E5+;26;66;used;;manual;diesel;19544;11900
102757;Seat;Leon;1.6 Tdi St&Sp Style 81 Kw (110;21;81;used;;manual;diesel;19500;11900
45907;Renault;Clio;Limited Energy Tce 66Kw (90Cv) Incluye Descuento P;13;66;used;;manual;gasoline;19413;11900
91121;Peugeot;2008;Style 1.2L Puretech 60Kw (82Cv);11;61;used;1;manual;gasoline;19250;11900
103121;Seat;Leon;2426;13;81;used;;manual;gasoline;19000;11900
105606;Smart;Fortwo;Coup� 66 Passion Aut.;20;66;used;;automatic;gasoline;18932;11900
58050;Volkswagen;Polo;Polo Diesel 1.4 Tdi Bmt Advanc;17;66;used;;manual;diesel;18919;11900
39984;Opel;Combo;Tour Expression 1.3 Cdti L1 H1;19;66;used;;manual;diesel;18837;11900
42701;Opel;Meriva;1.6 Cdti 110 Cv S/S Ecoflex Selective;24;81;used;;manual;diesel;18835;11900
42702;Opel;Meriva;1.6 Cdti 110 Cv S/S Ecoflex Selective;24;81;used;1;manual;diesel;18835;11900
64139;Citroen;Berlingo;1.6 Bluehdi 100 Live Edition 4P;17;74;used;1;manual;diesel;18634;11900
64141;Citroen;Berlingo;1.6 Bluehdi 100 Live Edition 4P;17;74;used;;manual;diesel;18634;11900
64144;Citroen;Berlingo;1.6 Bluehdi 100 Live Edition 4P;17;74;used;;manual;diesel;18634;11900
73030;Fiat;Doblo;Panorama 1.3Mjt Pop 90 N1 E5+;24;66;almost_new;;manual;diesel;18363;11900
70156;Dacia;Duster;1.5Dci Laureate 4X2 110;38;81;used;;manual;diesel;18279;11900
103114;Seat;Leon;1.6 Tdi Style Plus S&S 85 Kw (;14;85;used;;manual;diesel;18200;11900
91119;Peugeot;2008;Style 1.2L Puretech 60Kw (82Cv);11;60;used;;manual;gasoline;18184;11900
73033;Fiat;Doblo;Panorama 1.3Mjt Pop 90 N1 E5;15;66;km_0;1;manual;diesel;18000;11900
45923;Renault;Clio;0.9 Tce Energy Zen 90Cv Pack Look;10;66;almost_new;;manual;gasoline;17950;11900
45924;Renault;Clio;0.9 Tce Energy Zen 90Cv Pack Look;10;66;almost_new;;manual;gasoline;17950;11900
104649;Skoda;Rapid/Spaceback;Spaceback Skoda Spaceback 1.6 Tdi Cr 66K;37;66;used;;manual;diesel;17904;11900
39225;Opel;Astra;1.6Cdti S/S Business 110;28;81;used;;manual;diesel;17845;11900
77437;Hyundai;Ix20;1.4Crdi Bd Klass 90;22;66;used;;manual;diesel;17468;11900
65521;Citroen;C3;Bluehdi 55Kw (75Cv) S&S Feel;12;55;used;;manual;diesel;17160;11900
66943;Citroen;C4Cactus;1.6 Bluehdi S;21;73;almost_new;;manual;diesel;17153;11900
58048;Volkswagen;Polo;Polo 1.4 Tdi Bmt Advance 75;16;55;used;;manual;diesel;17008;11900
76900;Hyundai;I30;1.0 Tgdi Klass;10;88;used;;manual;gasoline;16900;11900
64140;Citroen;Berlingo;1.6 Bluehdi 100 Live Edition 4P;17;74;used;1;manual;diesel;16836;11900
64142;Citroen;Berlingo;1.6 Bluehdi 100 Live Edition 4P;17;74;used;;manual;diesel;16836;11900
64143;Citroen;Berlingo;1.6 Bluehdi 100 Live Edition 4P;17;74;used;;manual;diesel;16836;11900
42703;Opel;Meriva;1.6 Cdti 95Cv Selective;11;;used;;manual;diesel;16729;11900
22005;Ford;B-Max;1.5 Tdci 71Kw (95Cv) Trend;17;69;used;;manual;diesel;16700;11900
101523;Seat;Ibiza;1.2 Tsi 66Kw (90Cv) Style Precio Sujeto A Financia;13;66;km_0;;manual;gasoline;16530;11900
91096;Peugeot;2008;1.2 Puretech 110Cv S&S Style 5P;13;81;used;;manual;gasoline;16191;11900
58053;Volkswagen;Polo;Polo Diesel 1.4 Tdi Bmt Editio;16;55;used;;manual;diesel;16049;11900
104650;Skoda;Rapid/Spaceback;Spaceback Skoda Spaceback 1.6 Tdi Cr 66K;37;66;used;;manual;diesel;15991;11900
105654;Smart;Fortwo;Coup� 52 Passion Aut.;14;52;used;;automatic;gasoline;15805;11900
76520;Hyundai;I20;1.2 Klass Klass;12;62;used;;manual;gasoline;15760;11900
92503;Peugeot;208;1.6 Bluehdi 73Kw Allure 100 5P;15;74;used;1;manual;diesel;15600;11900
92504;Peugeot;208;1.6 Bluehdi 73Kw Allure 100 5P;15;74;used;1;manual;diesel;15600;11900
92507;Peugeot;208;1.6 Bluehdi 73Kw Allure 100 5P;15;74;used;1;manual;diesel;15600;11900
58052;Volkswagen;Polo;Polo 1.4 Tdi Bmt Advance 90;15;66;used;;manual;diesel;15555;11900
110547;Toyota;Yaris;1.3 Active;12;73;used;;manual;gasoline;15503;11900
65515;Citroen;C3;1.2 Puretech Shine 82 Shine;8;60;used;;manual;gasoline;15500;11900
45910;Renault;Clio;1.5Dci Energy Limited 90;12;66;used;1;manual;diesel;15265;11900
45911;Renault;Clio;1.5Dci Energy Limited 90;12;66;used;1;manual;diesel;15265;11900
45913;Renault;Clio;1.5Dci Energy Limited 90;12;66;used;1;manual;diesel;15265;11900
92502;Peugeot;208;1.6 Bluehdi 73Kw Allure 100 5P;15;74;used;1;manual;diesel;15000;11900
92505;Peugeot;208;1.6 Bluehdi 73Kw Allure 100 5P;15;74;used;1;manual;diesel;15000;11900
92506;Peugeot;208;1.6 Bluehdi 73Kw Allure 100 5P;15;74;used;1;manual;diesel;15000;11900
102683;Seat;Leon;1.2 Tsi S&S Style 81 Kw (110 Cv);24;81;used;;manual;gasoline;15000;11900
102754;Seat;Leon;1.2 Tsi S&S Style 81 Kw (110 Cv);24;81;used;;manual;gasoline;15000;11900
47707;Renault;Kangoo;Combi Profesional N1 Dci 75;23;55;used;;manual;diesel;14839;11900
22007;Ford;B-Max;"1.0Ecoboost 100Cv Trend ""Paquete City""";9;74;km_0;;manual;gasoline;14498;11900
22008;Ford;B-Max;"1.0Ecoboost 100Cv Trend ""Paquete City""";9;74;km_0;;manual;gasoline;14498;11900
92509;Peugeot;208;1.6 Bluehdi Active 75;21;55;almost_new;;manual;diesel;14444;11900
105609;Smart;Fortwo;Coup� 52 Prime;21;52;used;;automatic;gasoline;14420;11900
65888;Citroen;C3Picasso;Blue Hdi 100 Exclusive Edition;11;74;used;;manual;diesel;14400;11900
65514;Citroen;C3;Bluehdi 55Kw (75Cv) S&S Feel;10;55;used;;manual;diesel;14361;11900
92510;Peugeot;208;1.6 Bluehdi Active 75;21;55;almost_new;;manual;diesel;14332;11900
73031;Fiat;Doblo;Panorama 1.3Mjt Pop 90 N1 E5+;24;66;used;;manual;diesel;14263;11900
65518;Citroen;C3;1.2 Puretech Shine 82;9;60;used;;manual;gasoline;14200;11900
65519;Citroen;C3;Bluehdi 73Kw (100Cv) S&S Shine;11;73;used;;manual;diesel;14089;11900
65523;Citroen;C3;Feel 1.6 Bluehdi 75C 5 Puertas;12;55;used;;manual;diesel;14000;11900
41329;Opel;Corsa;1.3 Cdti Start/Stop 95 Cv Selective;14;70;used;;manual;diesel;14000;11900
41330;Opel;Corsa;1.3 Cdti Start/Stop 95 Cv Selective;14;70;used;;manual;diesel;14000;11900
76523;Hyundai;I20;1.2 Klass Klass;13;62;used;;manual;gasoline;13961;11900
73028;Fiat;Doblo;Panorama 1.3Mjt Pop 90 N1 E5+;24;66;almost_new;;manual;diesel;13950;11900
92499;Peugeot;208;1.6 Bluehdi 73Kw Allure 100 5P;15;74;used;1;manual;diesel;13500;11900
92500;Peugeot;208;1.6 Bluehdi 73Kw Allure 100 5P;15;74;used;1;manual;diesel;13500;11900
92501;Peugeot;208;1.6 Bluehdi 73Kw Allure 100 5P;15;74;used;1;manual;diesel;13500;11900
45922;Renault;Clio;Tce Eco2 Energy Limited;12;66;used;;manual;gasoline;13356;11900
76529;Hyundai;I20;Coupe I20 Coup� 1.0 Tgdi Bd Tecno 120;14;88;almost_new;;manual;gasoline;13310;11900
76857;Hyundai;I30;1.4 Crdi Tecno;22;66;used;;manual;diesel;13200;11900
58328;Volkswagen;Polo;Polo 1.2 Tsi Bmt Advance 90;12;66;used;;manual;gasoline;12902;11900
105144;Smart;Forfour;Fourfour 66 Passion Autom�tico;12;66;used;;automatic;gasoline;12900;11900
105653;Smart;Fortwo;Smart Fortwo 66 Passion Autom�tico;8;66;used;;automatic;gasoline;12900;11900
110548;Toyota;Yaris;1.3 Active;13;73;used;;manual;gasoline;12784;11900
58125;Volkswagen;Polo;Polo 1.2 Tsi Bmt Advance 90;12;66;used;;manual;gasoline;12425;11900
45904;Renault;Clio;1.5Dci Energy Limited 90;6;66;used;1;manual;diesel;12085;11900
45905;Renault;Clio;1.5Dci Energy Limited 90;6;66;used;1;manual;diesel;12085;11900
45906;Renault;Clio;1.5Dci Energy Limited 90;6;66;used;1;manual;diesel;12085;11900
65522;Citroen;C3;1.6Bluehdi S;12;55;demo;1;manual;diesel;12000;11900
66630;Citroen;C4;1.6 Bluehdi 100 Live Edition 5P;17;73;used;1;manual;diesel;12000;11900
66635;Citroen;C4;1.2 Puretech Live Edition 110;22;81;used;1;manual;gasoline;12000;11900
49629;Renault;Megane;M�gane 1.5Dci Limited 110Cv 5P;33;81;used;1;manual;diesel;12000;11900
92753;Peugeot;208;208 5P Style 1,6L Bluehdi 100;12;;used;;manual;diesel;11922;11900
101521;Seat;Ibiza;1.0 Ecotsi S;9;81;used;;manual;gasoline;11800;11900
65517;Citroen;C3;Bluehdi 55Kw (75Cv) S&S Feel;10;55;used;;manual;diesel;11791;11900
110546;Toyota;Yaris;1.3 100 Feel Promoci�n Sujeta A Financiaci�n. Cons;9;72;used;;manual;gasoline;11596;11900
58329;Volkswagen;Polo;Polo 1.2 Tsi Bmt Advance 90;10;66;used;;manual;gasoline;11426;11900
92746;Peugeot;208;5P Style 1.6 Bluehdi 55Kw 75Cv 5P.;10;55;used;;manual;diesel;11390;11900
92749;Peugeot;208;5P Style 1.6 Bluehdi 55Kw 75Cv 5P.;10;55;used;;manual;diesel;11390;11900
45900;Renault;Clio;Zen Energy Tce 66Kw (90Cv) Durante Este Mes Precio;11;66;used;;manual;gasoline;11376;11900
76524;Hyundai;I20;1.2 Klass Klass;12;62;used;;manual;gasoline;11254;11900
65887;Citroen;C3Picasso;Bluehdi 73Kw (100Cv) Feel Edition;10;73;used;1;manual;diesel;11177;11900
57945;Volkswagen;Polo;Polo Diesel 1.4 Tdi Bmt Advanc;16;66;used;;manual;diesel;11172;11900
76522;Hyundai;I20;1.2 Klass Klass;11;62;used;;manual;gasoline;11125;11900
45919;Renault;Clio;1.5Dci Energy Limited 90;8;66;used;1;manual;diesel;11112;11900
45920;Renault;Clio;1.5Dci Energy Limited 90;8;66;used;1;manual;diesel;11112;11900
45921;Renault;Clio;1.5Dci Energy Limited 90;8;66;used;1;manual;diesel;11112;11900
76528;Hyundai;I20;1.2 Mpi Bluedrive Klass;19;62;used;;manual;gasoline;11000;11900
41331;Opel;Corsa;1.4 Turbo S;13;74;used;;manual;gasoline;11000;11900
103730;Seat;Toledo;Diesel Toledo Diesel 1.6Tdi Cr Style 105;35;77;used;;manual;diesel;11000;11900
76515;Hyundai;I20;1.2 Klass Klass;11;62;used;;manual;gasoline;10845;11900
65516;Citroen;C3;Bluehdi 55Kw (75Cv) S&S Feel;10;55;used;;manual;diesel;10727;11900
76899;Hyundai;I30;1.4 Crdi 25 Aniversario;14;66;used;;manual;diesel;10600;11900
58333;Volkswagen;Polo;Vw Polo 1.2 Tsi Bmt Advance 90Cv;14;66;used;;manual;gasoline;10500;11900
103115;Seat;Leon;1.2 Tsi S&S Style 81 Kw (110 Cv);13;81;used;;manual;gasoline;10374;11900
76516;Hyundai;I20;1.2 Klass Klass;12;62;used;;manual;gasoline;10205;11900
102763;Seat;Leon;1573;21;81;used;;manual;gasoline;10200;11900
103830;Skoda;Fabia;1.2 Tsi Ambition Dsg 110;12;81;almost_new;;automatic;gasoline;10200;11900
45903;Renault;Clio;Limited Energy Tce 66Kw (90Cv) Ven A Probarlo A Re;8;66;used;;manual;gasoline;10000;11900
105608;Smart;Fortwo;Coup� 66 Passion Aut.;26;66;used;1;automatic;gasoline;10000;11900
76859;Hyundai;I30;1.4 Mpi Bluedrive 25 Aniversario 100 5P;15;74;used;;manual;gasoline;9940;11900
92745;Peugeot;208;5P Style 1.6 Bluehdi 55Kw 75Cv 5P.;10;55;used;;manual;diesel;9390;11900
92747;Peugeot;208;5P Style 1.6 Bluehdi 55Kw 75Cv 5P.;10;55;used;;manual;diesel;9390;11900
65520;Citroen;C3;Puretech 82 Feel (Rojo Rubi);14;60;used;;;gasoline;9254;11900
76513;Hyundai;I20;1.2 Klass Klass;10;62;used;;manual;gasoline;8861;11900
76512;Hyundai;I20;1.2 Klass Klass;10;62;used;;manual;gasoline;8735;11900
105607;Smart;Fortwo;Coup� 66 Passion Autom�tico 90 Cv;22;66;used;;automatic;gasoline;8700;11900
101522;Seat;Ibiza;Ibiza 1.2 Tsi Style;14;66;used;;manual;gasoline;8699;11900
64146;Citroen;Berlingo;Multispace 1.6Bluehdi Feel 100;15;73;used;;manual;diesel;8634;11900
103123;Seat;Leon;1.6 Tdi Reference Plus 66 Kw (90 Cv);9;66;used;;manual;diesel;8430;11900
76514;Hyundai;I20;1.2 Klass Klass;10;62;used;;manual;gasoline;8264;11900
76521;Hyundai;I20;1.2 Klass Klass;10;62;used;;manual;gasoline;8221;11900
73038;Fiat;Doblo;Panorama Panorama Easy 1.6 Multijet 95Cv E6;31;69;km_0;;manual;diesel;8083;11900
47728;Renault;Kangoo;Combi Profesional M1-Af Energy Dci 90 Euro 6 Ven A;9;66;used;;manual;diesel;8000;11900
45902;Renault;Clio;Sport Tourer Tce Energy Zen 90;9;66;used;;manual;gasoline;7785;11900
101153;Seat;Ibiza;1.4 Tdi Cr S&S Reference 66 Kw (90 Cv);25;66;used;;manual;diesel;7750;11900
58326;Volkswagen;Polo;Polo 1.0 Bmt Edition 75;9;55;used;;manual;gasoline;7630;11900
45915;Renault;Clio;1.5Dci Energy Limited 90;12;66;used;1;manual;diesel;7588;11900
45916;Renault;Clio;1.5Dci Energy Limited 90;12;66;used;1;manual;diesel;7588;11900
45917;Renault;Clio;1.5Dci Energy Limited 90;12;66;used;1;manual;diesel;7588;11900
76518;Hyundai;I20;1.2 Klass Klass;10;62;used;;manual;gasoline;7547;11900
76519;Hyundai;I20;1.2 Klass Klass;10;62;used;;manual;gasoline;7499;11900
76517;Hyundai;I20;1.2 Klass Klass;10;62;used;;manual;gasoline;7433;11900
92755;Peugeot;208;5P Allure 1.2L Puretech 60Kw 82Cv 5P.;9;60;used;;manual;gasoline;7326;11900
92756;Peugeot;208;5P Allure 1.2L Puretech 60Kw 82Cv 5P.;9;60;used;;manual;gasoline;7326;11900
45908;Renault;Clio;Tce Energy Zen 90;10;66;used;1;manual;gasoline;7280;11900
58327;Volkswagen;Polo;1.0 Bmt Edition 55 Kw (75 Cv);9;55;used;;manual;gasoline;7200;11900
22346;Ford;C-Max;Ford Cmax 1.5 Tdci 120Cv Trend;29;88;used;1;manual;diesel;6900;11900
88151;Nissan;Micra;1.5Dci Acenta 90;10;66;used;1;manual;diesel;6805;11900
88152;Nissan;Micra;1.5Dci Acenta 90;10;66;used;1;manual;diesel;6805;11900
88153;Nissan;Micra;1.5Dci Acenta 90;10;66;used;1;manual;diesel;6805;11900
45909;Renault;Clio;1.5Dci Energy Limited 90;9;66;used;1;manual;diesel;6688;11900
45912;Renault;Clio;1.5Dci Energy Limited 90;9;66;used;1;manual;diesel;6688;11900
45914;Renault;Clio;1.5Dci Energy Limited 90;9;66;used;1;manual;diesel;6688;11900
88164;Nissan;Micra;1.5Dci Acenta 90Cv;11;66;used;1;manual;diesel;5896;11900
88165;Nissan;Micra;1.5Dci Acenta 90Cv;11;66;used;1;manual;diesel;5896;11900
88166;Nissan;Micra;1.5Dci Acenta 90Cv;11;66;used;1;manual;diesel;5896;11900
105146;Smart;Forfour;52 Passion Aut.;19;52;used;;automatic;gasoline;5735;11900
92752;Peugeot;208;5P Allure 1.6 Bluehdi 73Kw (100Cv);6;73;used;;manual;diesel;5631;11900
22280;Ford;C-Max;1.0 Ecoboost 125 Auto Start-Stop Trend;60;91;used;;manual;gasoline;5500;11900
58330;Volkswagen;Polo;Polo 1.0 Bmt Edition 75;11;55;used;;manual;gasoline;5248;11900
88157;Nissan;Micra;Ig-T S;8;66;almost_new;1;manual;gasoline;5000;11900
104102;Skoda;Fabia;1080;12;81;used;;automatic;gasoline;4510;11900
92750;Peugeot;208;5P Allure 1.6 Bluehdi 73Kw (100Cv);6;73;used;;manual;diesel;4026;11900
88158;Nissan;Micra;Ig-T S Acenta 90;2;66;used;1;manual;gasoline;3736;11900
88159;Nissan;Micra;Ig-T S Acenta 90;2;66;used;1;manual;gasoline;3736;11900
88160;Nissan;Micra;Ig-T S Acenta 90;2;66;used;1;manual;gasoline;3736;11900
88154;Nissan;Micra;Ig-T Acenta 90;8;66;used;1;manual;gasoline;3383;11900
88155;Nissan;Micra;Ig-T Acenta 90;8;66;used;1;manual;gasoline;3383;11900
88156;Nissan;Micra;Ig-T Acenta 90;8;66;used;1;manual;gasoline;3383;11900
92751;Peugeot;208;5P Allure 1.6 Bluehdi 73Kw (100Cv);6;73;used;;manual;diesel;3023;11900
39985;Opel;Combo;1.3 Cdti 90Cv L1 H1 Eu5 Cargo;7;66;used;;manual;diesel;1501;11900
39986;Opel;Combo;1.3 Cdti 90Cv L1 H1 Eu5 Cargo;7;66;used;1;manual;diesel;1501;11900
88161;Nissan;Micra;Ig-T Acenta 90;8;66;used;1;manual;gasoline;1126;11900
88162;Nissan;Micra;Ig-T Acenta 90;8;66;used;1;manual;gasoline;1126;11900
88163;Nissan;Micra;Ig-T Acenta 90;8;66;used;1;manual;gasoline;1126;11900
23960;Ford;Fiesta;1.25 Trend 82;14;60;km_0;;manual;gasoline;1000;11900
76527;Hyundai;I20;Active 1.4Crdi Klass 90Cv*Vehiculo Nuevo**;3;66;used;;manual;diesel;900;11900
104103;Skoda;Fabia;1.0 Mpi Like 60;9;44;km_0;;manual;gasoline;500;11900
73029;Fiat;Doblo;Combi 1.3Mjt Active 80 N1 E6;7;60;km_0;1;manual;diesel;136;11900
47705;Renault;Kangoo;1,5;21;66;used;;manual;diesel;59;11900
47706;Renault;Kangoo;1,5;21;66;used;;manual;diesel;59;11900
73034;Fiat;Doblo;3 Plazas;5;70;almost_new;;manual;diesel;45;11900
23957;Ford;Fiesta;1.5 Tdci 75Cv Trend 5P Las Fotos Pueden No Corresp;12;55;km_0;;manual;diesel;34;11900
94195;Peugeot;308;1.2 Puretech 60Kw Access 82 5P;8;61;km_0;1;manual;gasoline;30;11900
94196;Peugeot;308;1.2 Puretech 60Kw Access 82 5P;8;61;km_0;1;manual;gasoline;30;11900
94197;Peugeot;308;1.2 Puretech 60Kw Access 82 5P;8;61;km_0;1;manual;gasoline;30;11900
23958;Ford;Fiesta;1.5 Tdci 75Cv Trend 5P Las Fotos Pueden No Corresp;12;55;km_0;;manual;diesel;24;11900
23959;Ford;Fiesta;1.5 Tdci 75Cv Trend 5P Las Fotos Pueden No Corresp;14;55;km_0;;manual;diesel;24;11900
101193;Seat;Ibiza;1.0 Ecotsi S&S Reference Plus;6;70;used;;manual;gasoline;20;11900
104101;Skoda;Fabia;1.2 Tsi Ambition 66Kw (90Cv);10;66;used;;manual;gasoline;20;11900
70477;Dacia;Sandero;Stepway Dci 90 Eu6;9;66;km_0;;manual;diesel;15;11900
22006;Ford;B-Max;1.0 Ecoboost 74Kw (100Cv) Trend;16;73;km_0;;manual;gasoline;14;11900
64240;Citroen;Berlingo;Piso Cabina 1.6Hdi 90;12;66;used;1;manual;diesel;13;11900
80807;Kia;Cee'D;1.0 T-Gdi Eco-Dynamics Concept Plus 100;3;74;used;;manual;gasoline;12;11900
26405;Ford;Ka/Ka+;Ka+ Ka+ 1.19 Ti-Vct Ultimate;2;63;used;;manual;gasoline;10;11900
26406;Ford;Ka/Ka+;Ka+ Ka 1.19 Ti-Vct Black;6;63;used;;manual;gasoline;10;11900
96553;Peugeot;Partner;1.6 Bluehdi Furgon Confort L1;3;55;used;;manual;diesel;10;11900
96554;Peugeot;Partner;1.6 Bluehdi Furgon Confort L1;3;55;used;;manual;diesel;10;11900
101525;Seat;Ibiza;1.0 Ecotsi S&S Style 70 Kw (95;5;70;km_0;;manual;gasoline;10;11900
58332;Volkswagen;Polo;Polo Diesel 1.4 Tdi Bmt Editio;10;55;used;;manual;diesel;10;11900
96671;Peugeot;Partner;Furg�n Confort Packl2 1.6 Bluehdi 73Kw (100);1;;used;;manual;diesel;7;11900
74642;Fiat;Tipo;1.3 Lounge 70Kw (95Cv) Diesel Mjet 5P. Precio Suje;5;69;km_0;;manual;diesel;6;11900
